Title,Creators,DOI,Publisher,Year Published
alan-turing-institute/sktime: v0.5.2,"Löning, Markus, Bagnall, Tony, Middlehurst, Matthew, Sajaysurya Ganesh, Oastler, George, Lines, Jason, ViktorKaz, Rockenschaub, Patrick, Jesellier, Király, Franz, Oleskiewicz, Hongyi, Large, James, Walter, Martin, Schäfer, Patrick, Yixuan Xu, Wang, Alwin, Simone-Pignotti, Matteogales, Bostrom, Aaron, , Afzal, Ayushmaan Seth, ClaudiaSanches, Valetov, Dmitriy, Pong, Jason, Orduz, Juan, Gorelli, Marco, Cai, Miao, Gupta, Nikhil, Nguyen, Thach Le",10.5281/zenodo.4436195,Zenodo,2021
alan-turing-institute/sktime: v0.5.0,"Löning, Markus, Bagnall, Tony",10.5281/zenodo.4362595,Zenodo,2020
alan-turing-institute/sktime: v0.4.3,"Löning, Markus, Bagnall, Tony, Sajaysurya Ganesh, Oastler, George, Lines, Jason, ViktorKaz, Middlehurst, Matthew, Rockenschaub, Patrick, Jesellier, Fkiraly, Large, James, , Alwin, Schäfer, Patrick, Simone-Pignotti, Matteogales, ClaudiaSanches, Kkoziara, Kanz, Andreas, Ayushmaan Seth, Rose, Emilia, Miller, Evan, HYang1996, Arnaudov, Krum, , Marielle, Kazamel, Mohammed Saif, , Paul, Saurabh Dasgupta, Koel, Sebastiaan, Aadesh Deshmukh",10.5281/zenodo.4110619,Zenodo,2020
alan-turing-institute/sktime: v0.4.4,"Löning, Markus, Bagnall, Tony, Sajaysurya Ganesh, Oastler, George, Middlehurst, Matthew, Lines, Jason, ViktorKaz, Rockenschaub, Patrick, Jesellier, Király, Franz, Oleskiewicz, Hongyi, Large, James, Schäfer, Patrick, Xu, Yi-Xuan, Wang, Alwin, Simone-Pignotti, Matteogales, Bostrom, Aaron, Ayushmaan Seth, ClaudiaSanches, Valetov, Dmitriy, Pong, Jason, Gorelli, Marco, Walter, Martin, Nguyen, Thach Le, Hiqbal2, Kkoziara, , Afzal",10.5281/zenodo.4362577,Zenodo,2020
Inputs of the Jupyter Notebook - Met Office UKV high-resolution atmosphere model data,Environmental Data Science Community,10.5281/zenodo.7087008,Zenodo,2022
Inputs of the Jupyter Notebook - Met Office UKV high-resolution atmosphere model data,Environmental Data Science Community,10.5281/zenodo.7087009,Zenodo,2022
Data Study Group Final Report: The University of Sheffield Advanced Manufacturing Research Centre,Data Study Group Team,10.5281/zenodo.7075712,Zenodo,2022
Data Study Group Final Report: The University of Sheffield Advanced Manufacturing Research Centre,Data Study Group Team,10.5281/zenodo.7075713,Zenodo,2022
"Data Study Group Final Report: MRC Clinical Trials Unit, UCL",Data Study Group Team,10.5281/zenodo.7075636,Zenodo,2022
"Data Study Group Final Report: MRC Clinical Trials Unit, UCL",Data Study Group Team,10.5281/zenodo.7075637,Zenodo,2022
Counterfactual Fairness for Facial Expression Recognition,"Cheong, Jiaee, Kalkan, Sinan, Gunes, Hatice",10.17863/cam.87967,Apollo - University of Cambridge Repository,2022
GA4GH Phenopackets: A Practical Introduction,"Ladewig, Markus S, Jacobsen, Julius OB, Wagner, Alex H, Danis, Daniel, El Kassaby, Baha, Gargano, Michael, Groza, Tudor, Baudis, Michael, Steinhaus, Robin, Seelow, Dominik, Bechrakis, Nikolaos E, Mungall, Christopher J, Schofield, Paul N, Elemento, Olivier, Smith, Lindsay, McMurry, Julie A, Munoz‐Torres, Monica, Haendel, Melissa A, Robinson, Peter N",10.17863/cam.86093,Apollo - University of Cambridge Repository,2022
Illustrations from the Environmental Data Science Book: Shared under CC-BY 4.0 for reuse,Environmental Data Science Community,10.5281/zenodo.7030142,Zenodo,2022
Illustrations from the Environmental Data Science Book: Shared under CC-BY 4.0 for reuse,Environmental Data Science Community,10.5281/zenodo.7036135,Zenodo,2022
Illustrations from the Environmental Data Science Book: Shared under CC-BY 4.0 for reuse,Environmental Data Science Community,10.5281/zenodo.7030143,Zenodo,2022
Federated Linear Dimensionality Reduction,"Grammenos, Andreas",10.17863/cam.80273,Apollo - University of Cambridge Repository,2022
Obstacles to wearable computing,"Oliver, Katherine Helen",10.17863/cam.78712,Apollo - University of Cambridge Repository,2021
Three-dimensional Segmentation of Trees Through a Flexible Multi-Class Graph Cut Algorithm (MCGC),"Williams, Jonathan, Schoenlieb, Carola, Swinfield, Tom, Lee, Juheon, Cai, Xiaohao, Qie, Lan, Coomes, David",10.17863/cam.43226,Apollo - University of Cambridge Repository,2020
Pervasive Fibre-optic sensor networks in bridges: A UK case study,"Butler, LJ, Elshafie, MZEB, Middleton, CR",10.17863/cam.66073,Apollo - University of Cambridge Repository,2018
Deep Bayesian Active Learning with Image Data,"Ghahramani, Z, Gal, Y, Islam, R",10.17863/cam.11070,Apollo - University of Cambridge Repository,2017
A multi-sensing monitoring system to study deterioration of a railway bridge,"Alexakis, H, Franza, A, Acikgoz, S, DeJong, MJ",10.17863/cam.38633,Apollo - University of Cambridge Repository,2019
RangL: A Reinforcement Learning Competition Platform,"Zobernig, Viktor, Saldanha, Richard A., He, Jinke, van der Sar, Erica, van Doorn, Jasper, Hua, Jia-Chen, Mason, Lachlan R., Czechowski, Aleksander, Indjic, Drago, Kosmala, Tomasz, Zocca, Alessandro, Bhulai, Sandjai, Arvizu, Jorge Montalvo, Klöckl, Claude, Moriarty, John",10.48550/arxiv.2208.00003,arXiv,2022
"Community Managers and Research Application Managers at the Tools, Practices and Systems Programme at The Alan Turing Institute","Sharan, Malvika, Mehonic, Aida",10.5281/zenodo.6878123,Zenodo,2022
"Community Managers and Research Application Managers at the Tools, Practices and Systems Programme at The Alan Turing Institute","Sharan, Malvika, Mehonic, Aida",10.5281/zenodo.6878124,Zenodo,2022
The Turing Way response to UNESCO's Global Call for Best Practices in Open Science,"Sharan, Malvika, Bennett, Arielle, Steele, Anne Lee, Plomp, Esther, Herterich, Patricia, Popescu, Alina, Zormpa, Eirini, Karoune, Emma, Hellon, Vicky, Coca, Alejandro, Almarzouq, Batool, Tsang, Emmy",10.5281/zenodo.6841866,Zenodo,2022
The Turing Way response to UNESCO's Global Call for Best Practices in Open Science,"Sharan, Malvika, Bennett, Arielle, Steele, Anne Lee, Plomp, Esther, Herterich, Patricia, Popescu, Alina, Zormpa, Eirini, Karoune, Emma, Hellon, Vicky, Coca, Alejandro, Almarzouq, Batool, Tsang, Emmy",10.5281/zenodo.6841867,Zenodo,2022
Publishing open humanities data: the experience of the Journal of Open Humanities Data,"McGillivray, Barbara",10.5281/zenodo.6829804,Zenodo,2022
Publishing open humanities data: the experience of the Journal of Open Humanities Data,"McGillivray, Barbara",10.5281/zenodo.6829805,Zenodo,2022
"Open science for enabling reproducible, ethical and collaborative research: Insights from The Turing Way","Sharan, Malvika, Karoune, Emma",10.5281/zenodo.6737965,Zenodo,2022
"Open science for enabling reproducible, ethical and collaborative research: Insights from The Turing Way","Sharan, Malvika, Karoune, Emma",10.5281/zenodo.6737966,Zenodo,2022
Outputs of the Jupyter Notebook - Concatenating a gridded rainfall reanalysis dataset into a time series,Environmental Data Science Community,10.5281/zenodo.6824188,Zenodo,2022
Outputs of the Jupyter Notebook - Concatenating a gridded rainfall reanalysis dataset into a time series,Environmental Data Science Community,10.5281/zenodo.6824189,Zenodo,2022
A robust and interpretable machine learning approach using multimodal biological data to predict future pathological tau accumulation.,"Giorgio, Joseph, Jagust, William J, Baker, Suzanne, Landau, Susan M, Tino, Peter, Kourtzi, Zoe, Alzheimer’s Disease Neuroimaging Initiative",10.17863/cam.81435,Apollo - University of Cambridge Repository,2022
Variational Mixture Models for non-Gaussian observations: Applications to molecular data,"Gerontogianni, Stavroula",10.17863/cam.85317,Apollo - University of Cambridge Repository,2022
"Data Study Group Final Report: Centre for Environment, Fisheries and Aquaculture Science",Data Study Group Team,10.5281/zenodo.6799165,Zenodo,2022
"Data Study Group Final Report: Centre for Environment, Fisheries and Aquaculture Science",Data Study Group Team,10.5281/zenodo.6799166,Zenodo,2022
Data Study Group Final Report: University of Birmingham,Data Study Group Team,10.5281/zenodo.6799095,Zenodo,2022
Data Study Group Final Report: University of Birmingham,Data Study Group Team,10.5281/zenodo.6799096,Zenodo,2022
Data Study Group Final Report: UK Dementia Research Institute and DEMON Network,Data Study Group Team,10.5281/zenodo.6799047,Zenodo,2022
Data Study Group Final Report: UK Dementia Research Institute and DEMON Network,Data Study Group Team,10.5281/zenodo.6799048,Zenodo,2022
Data Study Group Final Report: UK Dementia Research Institute and DEMON Network,Data Study Group Team,10.5281/zenodo.6798981,Zenodo,2022
Data Study Group Final Report: UK Dementia Research Institute and DEMON Network,Data Study Group Team,10.5281/zenodo.6798982,Zenodo,2022
Data Study Group Final Report: UK Dementia Research Institute,Data Study Group Team,10.5281/zenodo.6798768,Zenodo,2022
Data Study Group Final Report: UK Dementia Research Institute,Data Study Group Team,10.5281/zenodo.6798769,Zenodo,2022
Data Study Group Final Report: CityMaaS,Data Study Group Team,10.5281/zenodo.6798693,Zenodo,2022
Data Study Group Final Report: CityMaaS,Data Study Group Team,10.5281/zenodo.6798694,Zenodo,2022
What a data paper can do for you,"Karoune, Emma",10.5281/zenodo.6773482,Zenodo,2022
What a data paper can do for you,"Karoune, Emma",10.5281/zenodo.6784270,Zenodo,2022
What a data paper can do for you,"Karoune, Emma",10.5281/zenodo.6773483,Zenodo,2022
Sexually divergent development of depression-related brain networks during healthy human adolescence.,"Dorfschmidt, Lena, Bethlehem, Richard, Seidlitz, Jakob, Váša, František, White, Simon, Romero-García, Rafael, Kitzbichler, Manfred, Aruldass, Athina, Morgan, Sarah, Goodyer, Ian M, Fonagy, Peter, Jones, Peter, Dolan, Ray J, NSPN Consortium, Harrison, Neil A, Vertes, Petra, Bullmore, Edward",10.17863/cam.85322,Apollo - University of Cambridge Repository,2022
"Sex, gender, binaries and categories: frictions in data about humans","Carter, Laura",10.5281/zenodo.6655864,Zenodo,2022
"Sex, gender, binaries and categories: frictions in data about humans","Carter, Laura",10.5281/zenodo.6655865,Zenodo,2022
The Turing Way Community Research Update: May 2022,"Steele, Anne",10.5281/zenodo.6620831,Zenodo,2022
The Turing Way Community Research Update: May 2022,"Steele, Anne",10.5281/zenodo.6620832,Zenodo,2022
"Optimising for equity: Sensor coverage, networks and the responsive city","Roberts, Jack, Franklin, Rachel S., Robinson, Caitlin",10.5281/zenodo.5552876,Zenodo,2021
"Optimising for equity: Sensor coverage, networks and the responsive city","Roberts, Jack, Franklin, Rachel S., Robinson, Caitlin",10.5281/zenodo.6603140,Zenodo,2021
AutSPACEs and Citizen Science,"Aitkenhead, Georgia, Batchelor, Sophia, Smith, Otis, Fantoni, Susanna",10.5281/zenodo.6593641,Zenodo,2022
AutSPACEs and Citizen Science,"Aitkenhead, Georgia, Batchelor, Sophia, Smith, Otis, Fantoni, Susanna",10.5281/zenodo.6593642,Zenodo,2022
"Open science for enabling reproducible, ethical and collaborative research: Insights from The Turing Way","Sharan, Malvika",10.5281/zenodo.6587259,Zenodo,2022
"Open science for enabling reproducible, ethical and collaborative research: Insights from The Turing Way","Sharan, Malvika",10.5281/zenodo.6589624,Zenodo,2022
"Open science for enabling reproducible, ethical and collaborative research: Insights from The Turing Way","Sharan, Malvika",10.5281/zenodo.6587260,Zenodo,2022
alan-turing-institute/uatk-spc: v1.1,"Carlino, Dustin, Salat, Hadrien, Benitez-Paez, Fernando, Malleson, Nick",10.5281/zenodo.6586790,Zenodo,2022
alan-turing-institute/uatk-spc: v1.1,"Carlino, Dustin, Salat, Hadrien, Benitez-Paez, Fernando, Malleson, Nick",10.5281/zenodo.6588482,Zenodo,2022
alan-turing-institute/uatk-spc: Pre-release,"Carlino, Dustin, Salat, Hadrien, Benitez-Paez, Fernando, Malleson, Nick",10.5281/zenodo.6586791,Zenodo,2022
The Turing Way: talk by Emma Karoune at Durham University ReproHack,"Karoune, Emma",10.5281/zenodo.6576558,Zenodo,2022
The Turing Way: talk by Emma Karoune at Durham University ReproHack,"Karoune, Emma",10.5281/zenodo.6576559,Zenodo,2022
Outputs of the Jupyter Notebook - Cosmos-UK soil moisture,Environmental Data Science Community,10.5281/zenodo.6566941,Zenodo,2022
Outputs of the Jupyter Notebook - Cosmos-UK soil moisture,Environmental Data Science Community,10.5281/zenodo.6566942,Zenodo,2022
Inputs of the Jupyter Notebook - Cosmos-UK soil moisture,Environmental Data Science Community,10.5281/zenodo.6562982,Zenodo,2022
Environmental Data Science Book: a community-driven online resource for publishing and improving scientific software practises in environmental science,"Coca-Castro, Alejandro",10.5281/zenodo.5884944,Zenodo,2022
Environmental Data Science Book: a community-driven online resource for publishing and improving scientific software practises in environmental science,"Coca-Castro, Alejandro",10.5281/zenodo.5884945,Zenodo,2022
Data for the manuscript 'Improving local prevalence estimates of SARS-CoV-2 infections using a causal debiasing framework'.,"Nicholson; George, Lehmann; Brieuc",10.5281/zenodo.6557505,Zenodo,2022
Data for the manuscript 'Improving local prevalence estimates of SARS-CoV-2 infections using a causal debiasing framework'.,"Nicholson; George, Lehmann; Brieuc",10.5281/zenodo.6557506,Zenodo,2022
"Empowering researchers in reproducible, ethical, inclusive and collaborative science","Whitaker, Kirstie",10.5281/zenodo.6382745,Zenodo,2022
The Turing Way: Creating visible roles and recognitions for maintainers in our community,", Sharan",10.5281/zenodo.6475653,Zenodo,2022
"Empowering researchers in reproducible, ethical, inclusive and collaborative science","Whitaker, Kirstie",10.5281/zenodo.6382746,Zenodo,2022
The Turing Way: Creating visible roles and recognitions for maintainers in our community,", Sharan",10.5281/zenodo.6475654,Zenodo,2022
Scientific Publishing: a brief history and where do we go from here?,"Hellon, Victoria",10.5281/zenodo.6516870,Zenodo,2022
Scientific Publishing: a brief history and where do we go from here?,"Hellon, Victoria",10.5281/zenodo.6516871,Zenodo,2022
Mobility data in urban science,"Rowe, Francisco, Arribas-Bel, Daniel, Calafiore, Alessia, MacDonald, Jacob, Samardzhiev, Krasen, Fleischmann, Martin",10.13140/rg.2.2.16202.24009,Alan Turing Institute,2022
Data Study Group Final Report: Ordnance Survey Northern Ireland (OSNI),Data Study Group Team,10.5281/zenodo.6498763,Zenodo,2022
Data Study Group Final Report: Ordnance Survey Northern Ireland (OSNI),Data Study Group Team,10.5281/zenodo.6498764,Zenodo,2022
Data Study Group Final Report: Network Rail,Data Study Group Team,10.5281/zenodo.6498537,Zenodo,2022
Data Study Group Final Report: Network Rail,Data Study Group Team,10.5281/zenodo.6498538,Zenodo,2022
Data Study Group Final Report: ASDA,Data Study Group Team,10.5281/zenodo.6498349,Zenodo,2022
Data Study Group Final Report: ASDA,Data Study Group Team,10.5281/zenodo.6498350,Zenodo,2022
Data Study Group Final Report: Morrisons,Data Study Group Team,10.5281/zenodo.6498139,Zenodo,2022
Data Study Group Final Report: Morrisons,Data Study Group Team,10.5281/zenodo.6498140,Zenodo,2022
Data Study Group Final Report: Sainsbury's,Data Study Group Team,10.5281/zenodo.6498022,Zenodo,2022
Data Study Group Final Report: Sainsbury's,Data Study Group Team,10.5281/zenodo.6498023,Zenodo,2022
Simulation-based Design with Polynomial Ridge Approximations,"Wong, Chun Yui",10.17863/cam.83896,Apollo - University of Cambridge Repository,2022
Did Alan Turing interrogate Konrad Zuse in Göttingen in 1947?,"Bruderer, Herbert",10.3929/ethz-a-009782023,ETH Zurich,2013
Data Justice in Practice: A Guide for Impacted Communities,"Leslie, David, Katell, Michael, Aitken, Mhairi, Singh, Jatinder, Briggs, Morgan, Powell, Rosamund, Rincón, Cami, Perini, Antonella, Jayadeva, Smera",10.5281/zenodo.6429715,Zenodo,2022
Data Justice in Practice: A Guide for Impacted Communities,"Leslie, David, Katell, Michael, Aitken, Mhairi, Singh, Jatinder, Briggs, Morgan, Powell, Rosamund, Rincón, Cami, Perini, Antonella, Jayadeva, Smera",10.5281/zenodo.6429716,Zenodo,2022
Data Justice in Practice: A Guide for Policymakers,"Leslie, David, Katell, Michael, Aitken, Mhairi, Singh, Jatinder, Briggs, Morgan, Powell, Rosamund, Rincón, Cami, Perini, Antonella, Jayadeva, Smera",10.5281/zenodo.6429474,Zenodo,2022
Data Justice in Practice: A Guide for Policymakers,"Leslie, David, Katell, Michael, Aitken, Mhairi, Singh, Jatinder, Briggs, Morgan, Powell, Rosamund, Rincón, Cami, Perini, Antonella, Jayadeva, Smera",10.5281/zenodo.6429475,Zenodo,2022
Data Justice in Practice: A Guide for Developers,"Leslie, David, Katell, Michael, Aitken, Mhairi, Singh, Jatinder, Briggs, Morgan, Powell, Rosamund, Rincón, Cami, Perini, Antonella, Jayadeva, Smera, Burr, Christopher",10.5281/zenodo.6428184,Zenodo,2022
Data Justice in Practice: A Guide for Developers,"Leslie, David, Katell, Michael, Aitken, Mhairi, Singh, Jatinder, Briggs, Morgan, Powell, Rosamund, Rincón, Cami, Perini, Antonella, Jayadeva, Smera, Burr, Christopher",10.5281/zenodo.6428185,Zenodo,2022
Advancing Data Justice Research and Practice: Table of Organisations and Annotated Bibliography,"Leslie, David, Katell, Michael, Aitken, Mhairi, Singh, Jatinder, Briggs, Morgan, Powell, Rosamund, Rincón, Cami, Chengeta, Thompson, Birhane, Abeba, Perini, Antonella, Jayadeva, Smera, Mazumder, Anjali",10.5281/zenodo.6417433,Zenodo,2022
Advancing Data Justice Research and Practice: Table of Organisations and Annotated Bibliography,"Leslie, David, Katell, Michael, Aitken, Mhairi, Singh, Jatinder, Briggs, Morgan, Powell, Rosamund, Rincón, Cami, Chengeta, Thompson, Birhane, Abeba, Perini, Antonella, Jayadeva, Smera, Mazumder, Anjali",10.5281/zenodo.6417434,Zenodo,2022
Outputs of the Jupyter Notebook - Sea ice forecasting using IceNet,Environmental Data Science Community,10.5281/zenodo.6410245,Zenodo,2022
Outputs of the Jupyter Notebook - Sea ice forecasting using IceNet,Environmental Data Science Community,10.5281/zenodo.6410246,Zenodo,2022
Data Justice Stories: A Repository of Case Studies,"Leslie, David, Briggs, Morgan, Perini, Antonella, Jayadeva, Smera, Rincón, Cami, Raval, Noopur, Birhane, Abeba, Powell, Rosamund, Katell, Michael, Aitken, Mhairi",10.5281/zenodo.6408325,Zenodo,2022
Data Justice Stories: A Repository of Case Studies,"Leslie, David, Briggs, Morgan, Perini, Antonella, Jayadeva, Smera, Rincón, Cami, Raval, Noopur, Birhane, Abeba, Powell, Rosamund, Katell, Michael, Aitken, Mhairi",10.5281/zenodo.6408326,Zenodo,2022
Advancing Data Justice Research and Practice: An Integrated Literature Review,"Leslie, David, Katell, Michael, Aitken, Mhairi, Singh, Jatinder, Briggs, Morgan, Powell, Rosamund, Rincón, Cami, Chengeta, Thompson, Birhane, Abeba, Perini, Antonella, Jayadeva, Smera, Mazumder, Anjali",10.5281/zenodo.6408303,Zenodo,2022
Advancing Data Justice Research and Practice: An Integrated Literature Review,"Leslie, David, Katell, Michael, Aitken, Mhairi, Singh, Jatinder, Briggs, Morgan, Powell, Rosamund, Rincón, Cami, Chengeta, Thompson, Birhane, Abeba, Perini, Antonella, Jayadeva, Smera, Mazumder, Anjali",10.5281/zenodo.6408304,Zenodo,2022
"Data supporting the manuscript ""Sexually divergent development of depression-related brain networks during healthy human adolescence""","Dorfschmidt, Lena, Bethlehem, Richard, Seidlitz, Jakob, Váša, František, White, Simon R., Romero-García, Rafael, Kitzbichler, Manfred G., Aruldass, Athina R, Morgan, Sarah E., Goodyer, Ian M., Fonagy, Peter, Jones, Peter B., Dolan, Ray J., Consortium, The NSPN, Harrison, Neil A., Vértes, Petra E., Bullmore, Edward T.",10.5281/zenodo.6390851,Zenodo,2022
"Data supporting the manuscript ""Sexually divergent development of depression-related brain networks during healthy human adolescence""","Dorfschmidt, Lena, Bethlehem, Richard, Seidlitz, Jakob, Váša, František, White, Simon R., Romero-García, Rafael, Kitzbichler, Manfred G., Aruldass, Athina R, Morgan, Sarah E., Goodyer, Ian M., Fonagy, Peter, Jones, Peter B., Dolan, Ray J., Consortium, The NSPN, Harrison, Neil A., Vértes, Petra E., Bullmore, Edward T.",10.5281/zenodo.6390852,Zenodo,2022
Outputs of the Jupyter Notebook - Tree crown delineation using detectreeRGB,Environmental Data Science Community,10.5281/zenodo.6387952,Zenodo,2022
Outputs of the Jupyter Notebook - Tree crown delineation using detectreeRGB,Environmental Data Science Community,10.5281/zenodo.6387953,Zenodo,2022
SedarOlmez94/Pythonic_UK_Housing_Market_ABM_2022: UK Housing Market Model 2022,Sedar Olmez,10.5281/zenodo.6362145,Zenodo,2022
SedarOlmez94/Pythonic_UK_Housing_Market_ABM_2022: UK Housing Market Model 2022,Sedar Olmez,10.5281/zenodo.6362146,Zenodo,2022
Citizen Science with AutSPACEs,"Aitkenhead, Georgia, Batchelor, SophIa, Scott, James, Fantoni, Susanna",10.5281/zenodo.6337902,Zenodo,2022
Citizen Science with AutSPACEs,"Aitkenhead, Georgia, Batchelor, SophIa, Scott, James, Fantoni, Susanna",10.5281/zenodo.6337903,Zenodo,2022
"A tale of two toolkits, report the first: benchmarking time series classification algorithms for correctness and efficiency","Bagnall, Anthony, Király, Franz, Löning, Markus, Middlehurst, Matthew, Oastler, George",10.48550/arxiv.1909.05738,arXiv,2019
alan-turing-institute/TCPDBench: Turing Change Point Benchmark,"Van Den Burg, Gertjan, Schauer, Jay",10.5281/zenodo.3740572,Zenodo,2022
alan-turing-institute/TCPDBench: Turing Change Point Benchmark,"Van Den Burg, Gertjan, Schauer, Jay",10.5281/zenodo.6299767,Zenodo,2022
Outputs of the Jupyter Notebook - SEVIRI Level 1.5,Environmental Data Science Community,10.5281/zenodo.6299134,Zenodo,2022
Outputs of the Jupyter Notebook - SEVIRI Level 1.5,Environmental Data Science Community,10.5281/zenodo.6299135,Zenodo,2022
Outputs of the Jupyter Notebook - MODIS MOD021KM and FIRMS,Environmental Data Science Community,10.5281/zenodo.6065610,Zenodo,2021
Outputs of the Jupyter Notebook - MODIS MOD021KM and FIRMS,Environmental Data Science Community,10.5281/zenodo.6065611,Zenodo,2021
An Evaluation of Change Point Detection Algorithms,"Burg, Gerrit J. J. van den, Williams, Christopher K. I.",10.48550/arxiv.2003.06222,arXiv,2020
The use of multiple models within an organisation,"Dent, Chris J, Goldstein, Michael, Wright, Andrew, Wynn, Henry P.",10.48550/arxiv.2008.11813,arXiv,2020
S04: Hic sunt dracones! Real-world data-driven knowledge modelling resulting in Semantics and FAIR-LOD based tools and workflows (Standard),"Thiery, Florian, Danthine, Brigit, High-Steskal, Nicole, Vitale, Valeria, Mees, Allard W., Tolle, Karsten, Wigg-Wolf, David G.",10.5281/zenodo.6263504,Zenodo,2022
S04: Hic sunt dracones! Real-world data-driven knowledge modelling resulting in Semantics and FAIR-LOD based tools and workflows (Standard),"Thiery, Florian, Danthine, Brigit, High-Steskal, Nicole, Vitale, Valeria, Mees, Allard W., Tolle, Karsten, Wigg-Wolf, David G.",10.5281/zenodo.6263505,Zenodo,2022
The Turing Way: Engaging Community in Sharing Open and Reproducible Research Practices,"Sharan, Malvika",10.5281/zenodo.6114014,Zenodo,2022
The Turing Way: Engaging Community in Sharing Open and Reproducible Research Practices,"Sharan, Malvika",10.5281/zenodo.6114015,Zenodo,2022
Prospective Artificial Intelligence Approaches for Active Cyber Defence,"Dhir, Neil, Hoeltgebaum, Henrique, Adams, Niall, Briers, Mark, Burke, Anthony, Jones, Paul",10.48550/arxiv.2104.09981,arXiv,2021
Explaining decisions made with AI: A workbook (Use case 1: AI-assisted recruitment tool),"Leslie, David, Briggs, Morgan",10.48550/arxiv.2104.03906,arXiv,2021
Outputs of the Jupyter Notebook - Tree crown detection using DeepForest,Environmental Data Science Community,10.5281/zenodo.6190392,Zenodo,2022
Outputs of the Jupyter Notebook - Tree crown detection using DeepForest,Environmental Data Science Community,10.5281/zenodo.6190393,Zenodo,2022
Plankton DSG Challenge,"Blackwell, Robert, Culverhouse, Phil, Pitois, Sophie, Scott, James",10.5281/zenodo.6143546,Zenodo,2022
Plankton DSG Challenge,"Blackwell, Robert, Culverhouse, Phil, Pitois, Sophie, Scott, James",10.5281/zenodo.6143685,Zenodo,2022
Plankton DSG Challenge,"Blackwell, Robert, Culverhouse, Phil, Pitois, Sophie, Scott, James",10.5281/zenodo.6143672,Zenodo,2022
Plankton DSG Challenge,"Blackwell, Robert, Culverhouse, Phil, Pitois, Sophie, Scott, James",10.5281/zenodo.6143547,Zenodo,2022
"Continuous Integration for Ethical, Collaborative Data Science","Whitaker, Kirstie",10.5281/zenodo.6035704,Zenodo,2022
"Continuous Integration for Ethical, Collaborative Data Science","Whitaker, Kirstie",10.5281/zenodo.6035705,Zenodo,2022
"Human rights, democracy, and the rule of law assurance framework for AI systems: A proposal","Leslie, David, Burr, Christopher, Aitken, Mhairi, Katell, Michael, Briggs, Morgan, Rincon, Cami",10.48550/arxiv.2202.02776,arXiv,2022
Outputs of the Jupyter Notebook - Met Office UKV high-resolution atmosphere model data,Environmental Data Science Community,10.5281/zenodo.5984712,Zenodo,2022
Outputs of the Jupyter Notebook - Met Office UKV high-resolution atmosphere model data,Environmental Data Science Community,10.5281/zenodo.5984713,Zenodo,2022
"Human rights, democracy, and the rule of law assurance framework for AI systems: A proposal","Leslie, David, Burr, Christopher, Aitken, Mhairi, Katell, Michael, Briggs, Morgan, Rincon, Cami",10.5281/zenodo.5981675,Zenodo,2022
"Human rights, democracy, and the rule of law assurance framework for AI systems: A proposal","Leslie, David, Burr, Christopher, Aitken, Mhairi, Katell, Michael, Briggs, Morgan, Rincon, Cami",10.5281/zenodo.5981676,Zenodo,2022
"Optimising for equity: Sensor coverage, networks and the responsive city","Roberts, Jack, Franklin, Rachel S., Robinson, Caitlin",10.5281/zenodo.5950713,Zenodo,2021
Outputs of the Jupyter Notebook - Detecting floating objects using Deep Learning and Sentinel-2 imagery,Environmental Data Science Community,10.5281/zenodo.5911142,Zenodo,2022
Outputs of the Jupyter Notebook - Detecting floating objects using Deep Learning and Sentinel-2 imagery,Environmental Data Science Community,10.5281/zenodo.5911143,Zenodo,2022
PyLithics: A Python package for stone tool analysis,"Gellis, Jason J., Rangel Smith, Camila, Foley, Robert A.",10.5281/zenodo.5897148,Zenodo,2022
PyLithics: A Python package for stone tool analysis,"Gellis, Jason J., Rangel Smith, Camila, Foley, Robert A.",10.5281/zenodo.5898149,Zenodo,2022
Data Study Group Final Report: University of Strathclyde and Supergen Energy Networks Hub,Data Study Group Team,10.5281/zenodo.5820435,Zenodo,2022
Data Study Group Final Report: University of Strathclyde and Supergen Energy Networks Hub,Data Study Group Team,10.5281/zenodo.5820436,Zenodo,2022
500 III-G1 Optimized Auxiliary Particle Filters,"The Conference on Uncertainty in Artificial Intelligence (UAI) 2021 2021, Branchini, Nicola, Elvira, Victor",10.48448/0af3-sw86,Underline Science Inc.,2021
Natural Language Processing markers in first episode psychosis and people at clinical high-risk.,"Morgan, Sarah, Diederen, Kelly, Vértes, Petra E, Ip, Samantha HY, Wang, Bo, Thompson, Bethany, Demjaha, Arsime, De Micheli, Andrea, Oliver, Dominic, Liakata, Maria, Fusar-Poli, Paolo, Spencer, Tom J, McGuire, Philip",10.17863/cam.79342,Apollo - University of Cambridge Repository,2021
Data Study Group Final Report: Entale,Data Study Group Team,10.5281/zenodo.5818330,Zenodo,2022
Data Study Group Final Report: Entale,Data Study Group Team,10.5281/zenodo.5818331,Zenodo,2022
Natural Language Processing markers in first episode psychosis and people at clinical high-risk.,"Morgan, Sarah, Diederen, Kelly, Vértes, Petra E, Ip, Samantha HY, Wang, Bo, Thompson, Bethany, Demjaha, Arsime, De Micheli, Andrea, Oliver, Dominic, Liakata, Maria, Fusar-Poli, Paolo, Spencer, Tom J, McGuire, Philip",10.17863/cam.77035,Apollo - University of Cambridge Repository,2021
alan-turing-institute/jbc-turing-rss-testdebiasing: v1.0.0,"Lehmann, Brieuc, Jersakova, Radka",10.5281/zenodo.5784717,Zenodo,2021
